Gene	go_all
Mle_006785	GO:0030425;GO:0005622;GO:0043025;GO:0032809;GO:0043204;GO:0005886;GO:0008076;GO:0005251;GO:0044325;GO:0046982;GO:0071805;GO:0006813;GO:0051260;GO:0072661;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_006788	GO:0005737;GO:0070062;GO:0005576;GO:0005615;GO:0019898;GO:0030670;GO:0042589;GO:0048306;GO:0005044;GO:0008329;GO:0035375;GO:0044267;GO:0051607;GO:0030855;GO:0043152;GO:0045087;GO:0007275;GO:0015031;GO:0016032;GO:0005044;GO:0016020;GO:0016020
Mle_006796	GO:0005737;GO:0005783;GO:0005789;GO:0030176;GO:0043231;GO:0005739;GO:0005635;GO:0031201;GO:0005484;GO:0006915;GO:0006914;GO:0016320;GO:0007029;GO:0097194;GO:0043066;GO:0006890
Mle_006798	GO:0031225;GO:0005576;GO:0005886;GO:0005578;GO:0005509;GO:0004222;GO:0004252;GO:0008270;GO:0001525;GO:0030154;GO:0030574;GO:0022617;GO:0001554;GO:0001541;GO:0001542;GO:0051591;GO:0009725;GO:0004222;GO:0008270;GO:0006508;GO:0031012
Mle_006803	GO:0005737;GO:0005524;GO:0004674;GO:0045087;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_006806	GO:0005737;GO:0005769;GO:0005634;GO:0005886;GO:0004725;GO:0008138;GO:0043542;GO:0007219;GO:0043117;GO:1900746;GO:0004725;GO:0006470;GO:0008138;GO:0006470
Mle_006810	GO:0034464;GO:0005813;GO:0036064;GO:0060170;GO:0005929;GO:0005829;GO:0001103;GO:0042384;GO:0048560;GO:0015031;GO:0050893;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_006815	NA
Mle_006818	GO:0005737;GO:0000062;GO:0008289;GO:0005515;GO:0000062;GO:0005515
Mle_006819	GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0007017;GO:0003924
Mle_006820	GO:0005813;GO:0005737;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0007059;GO:0007017;GO:0006468
Mle_006823	NA
Mle_006825	GO:0016020;GO:0005524;GO:0004004;GO:0044822;GO:0010501;GO:0003676;GO:0005524;GO:0003735;GO:0006412;GO:0005622;GO:0005840
Mle_006832	GO:0009986;GO:0005576;GO:0005887;GO:0005044;GO:0004252;GO:0007565;GO:0030182;GO:0016486;GO:0008217;GO:0035813;GO:0003050;GO:0004930;GO:0007186;GO:0016021;GO:0005515
Mle_006835	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021
Mle_006837	GO:0005769;GO:0055037;GO:0003677;GO:0008270;GO:0006897;GO:0015031
Mle_006838	GO:0016021;GO:0005886;GO:0004930;GO:0042562;GO:0046872;GO:0007188;GO:0030154;GO:0030198;GO:0060427;GO:0060658;GO:0007567;GO:0004930;GO:0007186;GO:0016021
Mle_006840	GO:0031965;GO:0005730;GO:0005654;GO:0005634;GO:0000127;GO:0003677;GO:0042791;GO:0006383;GO:0006351;GO:0042797;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515;GO:0005515
Mle_006841	GO:0005737;GO:0005739;GO:0005654;GO:0005634;GO:0016651;GO:0045087;GO:0051341
Mle_006843	GO:0005737;GO:0005675;GO:0005739;GO:0005654;GO:0005634;GO:0048471;GO:0050681;GO:0005524;GO:0004693;GO:0008094;GO:0016301;GO:0008022;GO:0004672;GO:0004674;GO:0008353;GO:0003713;GO:0006370;GO:0030521;GO:0007050;GO:0051301;GO:0008283;GO:0000082;GO:0000086;GO:0006294;GO:0045944;GO:0045893;GO:0000079;GO:0042795;GO:0006363;GO:0006362;GO:0006368;GO:0006366;GO:0006361;GO:0006367;GO:0006283;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_006844	NA;GO:0005515;GO:0006886;GO:0016192;GO:0030117;GO:0005515
Mle_006845	GO:0005634;GO:0097196;GO:0016887;GO:0003697;GO:0000724;GO:0050821;GO:0005524
Mle_006849	GO:0005930;GO:0005929;GO:0005737;GO:0005874;GO:0015630;GO:0005524;GO:0070735;GO:0070737;GO:0018094;GO:0005524;GO:0046872;GO:0004363;GO:0005524;GO:0006750;GO:0006464;GO:0008716
Mle_006851	GO:0005634;GO:0000978;GO:0000982;GO:0030154;GO:0031141;GO:0031142;GO:0045944;GO:0010738;GO:0046983
Mle_006852	GO:0005789;GO:0016021;GO:0006614;GO:0005525;GO:0016491;GO:0055114;GO:0006614;GO:0016021
Mle_006854	GO:0005912;GO:0009925;GO:0031430;GO:0005654;GO:0005634;GO:0055120;GO:0017022;GO:0008270;GO:0045216;GO:0007517;GO:0050954;GO:0008270
Mle_006855	GO:0005737;GO:0036156;GO:0005874;GO:0005524;GO:0003777;GO:0007018;GO:0003777;GO:0007018;GO:0030286
Mle_006858	GO:0005576;GO:0005764;GO:0008061;GO:0004568;GO:0005975;GO:0006032;GO:0006954;GO:0004553;GO:0005975
Mle_006866	GO:0004857;GO:0032436;GO:0031398
Mle_006872	GO:0000777;GO:0008168;GO:0044822;GO:0007049;GO:0051301
Mle_006877	GO:0005634;GO:0043565;GO:0007275;GO:0006355;GO:0003677;GO:0003677;GO:0006355
Mle_006880	GO:0005759;GO:0005739;GO:0042802;GO:0004587;GO:0030170;GO:0019544;GO:0010121;GO:0055129;GO:0022008;GO:0006591;GO:0008483;GO:0030170
Mle_006883	GO:0005887;GO:0016020;GO:0005886;GO:0005329;GO:0015101;GO:0015651;GO:0019534;GO:0015872;GO:0006855;GO:0051615;GO:0098779;GO:0015695;GO:0015697;GO:0032098;GO:0022857;GO:0055085;GO:0016021
Mle_006890	GO:0005737;GO:0000932;GO:0005829;GO:0070062;GO:0043231;GO:0005634;GO:0000502;GO:0005839;GO:0019773;GO:0004298;GO:0002479;GO:0006511;GO:0004298;GO:0051603;GO:0005839;GO:0004175;GO:0006511;GO:0019773
Mle_006896	GO:0005737;GO:0016301;GO:0016773;GO:0005975;GO:0070050;GO:0016310;GO:0016773;GO:0005975
Mle_006899	GO:0005829;GO:0005634;GO:0005524;GO:0046872;GO:0061503;GO:0071566;GO:0061504;GO:1990592;GO:0071569;GO:0033146;GO:0034976;GO:0008641;GO:0016616;GO:0051287;GO:0055114
Mle_006900	GO:0005730;GO:0005654;GO:0017117;GO:0005524;GO:0003676;GO:0017116;GO:0006259;GO:0000724;GO:0003676;GO:0005524
Mle_006902	GO:0008270;GO:0008270
Mle_006904	GO:0000785;GO:0005694;GO:0000775;GO:0005829;GO:0005654;GO:0005634;GO:0003682;GO:0001228;GO:0051301;GO:0007067;GO:0016925;GO:0007062
Mle_006906	GO:0005576;GO:0042151;GO:0047876;GO:0030245;GO:0004553;GO:0005975;GO:0004565;GO:0005975;GO:0009341
Mle_006909	GO:0005737;GO:0005643;GO:0005049;GO:0008536;GO:0006611;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_006910	GO:0043679;GO:0030425;GO:0016021;GO:0005887;GO:0043025;GO:0043204;GO:0005886;GO:0045202;GO:0038048;GO:0042923;GO:0004985;GO:0031635;GO:0048148;GO:0071222;GO:1990708;GO:0051607;GO:0042755;GO:0044849;GO:0007187;GO:0006955;GO:0007626;GO:0042711;GO:0033685;GO:0007218;GO:0007200;GO:0033603;GO:0040017;GO:1900745;GO:1901381;GO:1903715;GO:2000505;GO:0046877;GO:0051930;GO:1903937;GO:0042220;GO:0043627;GO:0045471;GO:0032868;GO:0043278;GO:0009314;GO:0019233;GO:0050951;GO:0007268;GO:0004930;GO:0007186;GO:0016021
Mle_006911	GO:0030132;GO:0030130;GO:0071439;GO:0030125;GO:0016023;GO:0043231;GO:0016020;GO:0032050;GO:0005198;GO:0072583;GO:0006886;GO:0005198;GO:0006886;GO:0016192;GO:0030130;GO:0030132
Mle_006913	GO:0009897;GO:0070062;GO:0016021;GO:0030246;GO:0006897
Mle_006914	GO:0005887;GO:0015171;GO:0015297
Mle_006915	GO:0030424;GO:0044297;GO:0030425;GO:0008074;GO:0016021;GO:0043005;GO:0043204;GO:0005886;GO:0005524;GO:0005525;GO:0004383;GO:0046872;GO:0004672;GO:0006182;GO:0006935;GO:0035556;GO:0042048;GO:0007606;GO:0050893;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_006921	GO:0005737;GO:0016597;GO:0003941;GO:0004794;GO:0030170;GO:0009097;GO:0006565;GO:0006567;GO:0016597;GO:0008152
Mle_006923	GO:0005737;GO:0070062;GO:0005886;GO:0005154;GO:0005085;GO:0046872;GO:0030676;GO:0005089;GO:0001525;GO:0050853;GO:0016477;GO:0030031;GO:0006974;GO:0007229;GO:0030032;GO:0030593;GO:0030890;GO:0045785;GO:0043547;GO:0043552;GO:0008361;GO:0043087;GO:0035023;GO:0042493;GO:0007264;GO:0006906;GO:0035556;GO:0005515;GO:0005089;GO:0035023;GO:0005515
Mle_006928	GO:0016459;GO:0003774;GO:0003774;GO:0016459;GO:0005198;GO:0019028;GO:0019031;GO:0016573;GO:0000123
Mle_006929	GO:0016459;GO:0016460;GO:0031475;GO:0031476;GO:0031477;GO:0016461;GO:0005509;GO:0017022;GO:0032036;GO:0030048;GO:0005509;GO:0005509;GO:0005509;GO:0005509
Mle_006934	GO:0016021;GO:0016020;GO:0005743;GO:0005746;GO:0005739;GO:0051287;GO:0008750;GO:0003957;GO:0008746;GO:0050661;GO:0045454;GO:0006740;GO:0055114;GO:0015992;GO:0072593;GO:0006099;GO:0008750;GO:0050661;GO:0055114;GO:0016021
Mle_006940	GO:0005829;GO:0008234;GO:0016920;GO:0006508
Mle_006942	GO:0005856;GO:0031209;GO:0007015;GO:0071203
Mle_006945	GO:0005604;GO:0005694;GO:0016020;GO:0005634;GO:0005507;GO:0004720;GO:0005044;GO:0016568;GO:0030199;GO:0043542;GO:0001935;GO:0001837;GO:0045892;GO:0032332;GO:0001666;GO:0002040;GO:0006351;GO:0016020
Mle_006948	NA
Mle_006956	GO:0016324;GO:0034707;GO:0005737;GO:0009897;GO:0070062;GO:0005886;GO:0005227;GO:0005254;GO:0005229;GO:0015111;GO:0046982;GO:0042803;GO:0005247;GO:0098655;GO:0006812;GO:0034605;GO:1902476;GO:0006821;GO:0050965;GO:0015705;GO:0007200;GO:0035774;GO:0042391;GO:0060438;GO:0055085;GO:0016021
Mle_006958	GO:0016324;GO:0043679;GO:0030054;GO:0009986;GO:0016023;GO:0005829;GO:0030425;GO:0005783;GO:0005887;GO:0044224;GO:0043025;GO:0033270;GO:0043204;GO:0005886;GO:0042734;GO:0045202;GO:0008076;GO:0005251;GO:0005267;GO:0015079;GO:0005249;GO:0010644;GO:0034613;GO:0071286;GO:0050966;GO:0050976;GO:0021766;GO:0010960;GO:0007405;GO:0050905;GO:0019228;GO:0023041;GO:0071805;GO:0006813;GO:0051260;GO:0042391;GO:0006937;GO:0001964;GO:0007268;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_006962	GO:0005634;GO:0046872;GO:0003950;GO:0044822;GO:0003950;GO:0003677;GO:0005515
Mle_006963	GO:0005887;GO:0007166;GO:0016021
Mle_006967	GO:0005801;GO:0005793;GO:0033116;GO:0005794;GO:0016021;GO:0010629;GO:0045747;GO:0036066;GO:0015786;GO:0016020;GO:0016021;GO:0055085
Mle_006971	GO:0030424;GO:0043679;GO:0030054;GO:0030425;GO:0005789;GO:0005887;GO:0044224;GO:0030027;GO:0031258;GO:0032809;GO:0043204;GO:0005886;GO:0042734;GO:0008076;GO:0005251;GO:0005267;GO:0005249;GO:0019228;GO:0021633;GO:0071805;GO:0006813;GO:0051260;GO:0045188;GO:0014059;GO:0019233;GO:0005216;GO:0006811;GO:0055085;GO:0016020;GO:0051260
Mle_006972	GO:0000793;GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0070182;GO:0007276;GO:0036297;GO:0010332;GO:0007129;GO:0006281
Mle_006975	GO:0005739;GO:0008442;GO:0051287;GO:0004616;GO:0006574;GO:0004665;GO:0008977;GO:0006571;GO:0055114;GO:0006813;GO:0008677;GO:0055114;GO:0003857;GO:0016491;GO:0006631;GO:0055114;GO:0051287;GO:0055114;GO:0004616;GO:0055114;GO:0016616;GO:0051287;GO:0055114;GO:0051287
Mle_006977	GO:0010008;GO:0016021;GO:0015297;GO:0005524;GO:0005247;GO:0005247;GO:0006821;GO:0055085;GO:0016020
Mle_006980	GO:0009986;GO:0005783;GO:0034663;GO:0005788;GO:0042470;GO:0044822;GO:0003756;GO:0045454;GO:0061077;GO:0006457;GO:0034976;GO:0045454
Mle_006982	GO:0016021;GO:0005622;GO:0005886;GO:0005518;GO:0050840;GO:0004930;GO:0019933;GO:0007166;GO:0007186;GO:0042552;GO:0004930;GO:0007186;GO:0016021
Mle_006986	GO:0005829;GO:0005783;GO:0031307;GO:0005779;GO:0005777;GO:0043234;GO:0035584;GO:0000266;GO:0043653;GO:0008053;GO:0070584;GO:0000422;GO:0032471;GO:0016559;GO:0043280;GO:0007204;GO:2001244;GO:0051561;GO:0090141;GO:0090314;GO:0051260;GO:0006626;GO:0001836;GO:0005515
Mle_006987	GO:0005783;GO:0070062;GO:0005576;GO:0005794;GO:0016021;GO:0005887;GO:0031902;GO:0005765;GO:0005764;GO:0016020;GO:0045121;GO:0005635;GO:0048471;GO:0015485;GO:0004872;GO:0015248;GO:0004888;GO:0001618;GO:0007628;GO:0006914;GO:0008206;GO:0071404;GO:0071383;GO:0033344;GO:0042632;GO:0008203;GO:0030301;GO:0006897;GO:0090150;GO:0007041;GO:0031579;GO:0060548;GO:0016242;GO:2000189;GO:0006486;GO:0046686;GO:0042493;GO:0046718;GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0016020
Mle_006992	GO:0004190;GO:0004519;GO:0046872;GO:0003964
Mle_007002	GO:0005578;GO:0008201;GO:0005178;GO:0009673;GO:0004222;GO:0008237;GO:0008270;GO:0008285
Mle_007004	GO:0005737;GO:0003677;GO:0008270;GO:0008407;GO:0048749;GO:0007476;GO:0002164;GO:0030182;GO:0050767;GO:0005198;GO:0019028;GO:0046872
Mle_007005	GO:0005737;GO:0005524;GO:0004674;GO:0007399;GO:0046777;GO:0051963;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_007008	GO:0030054;GO:0005905;GO:0005829;GO:0005794;GO:0005741;GO:0005739;GO:0005777;GO:0030672;GO:0005525;GO:0003924;GO:0008289;GO:0042803;GO:0003374;GO:0000266;GO:0016559;GO:0005525;GO:0005525;GO:0005525;GO:0007264
Mle_007012	GO:0005813;GO:0070062;GO:0005615;GO:0005739;GO:0043209;GO:0030060;GO:0005975;GO:0006108;GO:0098779;GO:0002230;GO:0006099;GO:0098792;GO:0016491;GO:0055114;GO:0016616;GO:0055114
Mle_007013	GO:0005737;GO:0005829;GO:0005524;GO:0004817;GO:0046872;GO:0042803;GO:0000049;GO:0006423;GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0000166;GO:0004812;GO:0005524;GO:0006418
Mle_007019	GO:0005887;GO:0043025;GO:0004872;GO:0007411;GO:0007155;GO:0055072;GO:1901215;GO:0030513;GO:0005515
Mle_007024	GO:0005737;GO:0005829;GO:0005783;GO:0097481;GO:0005802;GO:0012506;GO:0005086;GO:0008093;GO:0030159;GO:0005070;GO:0007015;GO:0016477;GO:0060996;GO:0048013;GO:0007173;GO:0001771;GO:0030032;GO:0008285;GO:1903912;GO:0033137;GO:1903898;GO:1990441;GO:0030838;GO:1902237;GO:0042102;GO:0045944;GO:0036493;GO:0007176;GO:0007172;GO:0007165;GO:0042110;GO:0048010;GO:0016192;GO:0005515;GO:0005515
Mle_007025	GO:0005829;GO:0005783;GO:0012507;GO:0005794;GO:0000139;GO:0005795;GO:0016020;GO:0005730;GO:0048471;GO:0030133;GO:0044822;GO:0008565;GO:0048208;GO:0006888;GO:0048211;GO:0006886;GO:0061025;GO:0045056;GO:0048280;GO:0006886;GO:0048280;GO:0000139;GO:0005737;GO:0008565;GO:0006886;GO:0005737;GO:0016020
Mle_007031	GO:0009986;GO:0031904;GO:0010008;GO:0070062;GO:0005615;GO:0005887;GO:0031226;GO:0031902;GO:0005765;GO:0042470;GO:0032585;GO:0097487;GO:0005886;GO:0031088;GO:0043234;GO:0016477;GO:0007160;GO:0034613;GO:0035646;GO:0030855;GO:0010633;GO:0048757;GO:0002576;GO:0045785;GO:2001046;GO:0002092;GO:0015031;GO:2000680;GO:1900746;GO:0016021
Mle_007036	GO:0005794;GO:0000139;GO:0016021;GO:0001517;GO:0005975;GO:0018146;GO:0006044;GO:0006790;GO:0008146
Mle_007040	GO:0009897;GO:0005887;GO:0005886;GO:0019957;GO:0016493;GO:0071791;GO:0035717;GO:0004950;GO:0004435;GO:0006816;GO:0007155;GO:0007166;GO:0007267;GO:0006874;GO:0070098;GO:0006935;GO:0019221;GO:0002407;GO:0006887;GO:0007187;GO:0006955;GO:0006954;GO:0030502;GO:0010629;GO:0051928;GO:0030335;GO:0007204;GO:0070374;GO:0090026;GO:0045672;GO:0009611;GO:0004930;GO:0007186;GO:0016021
Mle_007041	GO:0016021;GO:0031226;GO:0030552;GO:0005222;GO:0005272;GO:0005249;GO:0071320;GO:0071805;GO:0002027;GO:0005216;GO:0006811;GO:0055085;GO:0016020
Mle_007045	GO:0005737
Mle_007051	GO:0009986;GO:0030659;GO:0030246
Mle_007052	GO:0005634;GO:0003723;GO:0016423;GO:0006357;GO:0030488;GO:0003723;GO:0008173;GO:0006396
Mle_007053	GO:0005887;GO:0007166;GO:0016021;GO:0016651;GO:0042773;GO:0055114
Mle_007054	GO:0003964
Mle_007056	GO:0004177;GO:0046872;GO:0008237;GO:0016787
Mle_007057	GO:0071013;GO:0005634;GO:0000398;GO:0007399
Mle_007058	GO:0030121;GO:0005737;GO:0005794;GO:0006897;GO:0006886
Mle_007059	GO:0001669;GO:0005912;GO:0016324;GO:0071944;GO:0009986;GO:0005737;GO:0031410;GO:0005856;GO:0005829;GO:0005783;GO:0005789;GO:0005576;GO:0000139;GO:0005887;GO:0030027;GO:0002193;GO:0005654;GO:0005634;GO:0005886;GO:0043235;GO:0001726;GO:0005509;GO:0003682;GO:0031490;GO:0001047;GO:0019899;GO:0004857;GO:0005112;GO:0046982;GO:0004872;GO:0043565;GO:0003700;GO:0001190;GO:0003180;GO:1902263;GO:0060842;GO:0048708;GO:0003162;GO:0003181;GO:0009912;GO:0007409;GO:0048754;GO:0003209;GO:0003207;GO:0060317;GO:0003214;GO:0060038;GO:0055008;GO:0003213;GO:0003219;GO:0060411;GO:0060948;GO:0003208;GO:0030154;GO:0021515;GO:0045165;GO:0001708;GO:0003273;GO:0071372;GO:0035924;GO:0060271;GO:0072044;GO:0007386;GO:0060982;GO:0003169;GO:0007368;GO:0072017;GO:0035116;GO:0030326;GO:0060956;GO:0003197;GO:0003203;GO:0003157;GO:0003160;GO:0007492;GO:0008544;GO:0001837;GO:0003198;GO:0030900;GO:0007440;GO:0010001;GO:0072144;GO:0003241;GO:0031069;GO:0007507;GO:0001947;GO:0061384;GO:0006959;GO:0001701;GO:0002437;GO:0072602;GO:0030216;GO:0070986;GO:0001889;GO:0030324;GO:0014031;GO:0003192;GO:2000811;GO:0045608;GO:0030514;GO:0045955;GO:0090090;GO:0043086;GO:0060548;GO:0045596;GO:0090051;GO:0008285;GO:0010812;GO:2001027;GO:0060253;GO:0045662;GO:0010832;GO:0050768;GO:0045665;GO:0048715;GO:0030279;GO:0045668;GO:0046533;GO:2000974;GO:2000737;GO:0000122;GO:0045892;GO:0021915;GO:0030182;GO:0048663;GO:0097150;GO:0007220;GO:0061314;GO:0007219;GO:0003270;GO:0048709;GO:0031100;GO:0002051;GO:0003344;GO:1903849;GO:0043065;GO:0048711;GO:0030513;GO:0060045;GO:0030335;GO:0008284;GO:0045603;GO:1901189;GO:0050679;GO:0010718;GO:0046427;GO:0045618;GO:0002052;GO:0045747;GO:0045944;GO:0061419;GO:0007221;GO:0045893;GO:0045070;GO:0050434;GO:0060740;GO:0003184;GO:0045607;GO:0061344;GO:0030334;GO:0042127;GO:0050678;GO:0060768;GO:1901201;GO:0010468;GO:0050767;GO:0008593;GO:0014807;GO:0006357;GO:0003256;GO:0031960;GO:0032496;GO:0032495;GO:0060528;GO:0035914;GO:0048103;GO:0007283;GO:0002040;GO:0042246;GO:0035148;GO:0060979;GO:0048845;GO:0060843;GO:0060412;GO:0003222;GO:0005515;GO:0005509
Mle_007066	GO:0009986;GO:0005764;GO:0046872;GO:0003943;GO:0061580;GO:0008152;GO:0010976;GO:0010632;GO:0008484;GO:0008152
Mle_007071	GO:0005759;GO:0005739;GO:0003995;GO:0009055;GO:0000062;GO:0050660;GO:0052890;GO:0009083;GO:0033539;GO:0055088;GO:0006629;GO:0006355;GO:0006351;GO:0006574;GO:0003995;GO:0055114;GO:0016627;GO:0050660;GO:0008152;GO:0055114
Mle_007074	NA;GO:0005515
Mle_007075	GO:0005759;GO:0004081;GO:0008803;GO:0005525;GO:0006915;GO:0006139;GO:0000302;GO:0016787
Mle_007077	GO:0016021;GO:0005743;GO:0016021
Mle_007080	GO:0005634;GO:0051213;GO:0035514;GO:0046872;GO:0006281
Mle_007083	GO:0005737;GO:0005634;GO:0017017;GO:0044822;GO:0004725;GO:0035335;GO:0004725;GO:0006470;GO:0008138;GO:0006470
Mle_007084	GO:0016874
Mle_007087	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021;GO:0005515
Mle_007089	GO:0005856;GO:0030666;GO:0005634;GO:0005886;GO:0003677;GO:0006897;GO:0045892;GO:0050999;GO:0007165;GO:0005515;GO:0005515
Mle_007094	GO:0005737;GO:0005925;GO:0031965;GO:0005634;GO:0005886;GO:0005524;GO:0047696;GO:0004703;GO:0008289;GO:0004674;GO:0006915;GO:0002029;GO:0045444;GO:0043066;GO:0008284;GO:0046777;GO:0051726;GO:0042493;GO:0007217;GO:0016055;GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0006468
Mle_007095	GO:0030424;GO:0016021;GO:0007411;GO:0016199;GO:0035385;GO:0016020;GO:0005515
Mle_007096	GO:0005737
Mle_007102	GO:0005671;GO:0030424;GO:0005737;GO:0030425;GO:0000123;GO:0016020;GO:0005739;GO:0071339;GO:0070688;GO:0043025;GO:0005654;GO:0005634;GO:0070461;GO:0048188;GO:0003682;GO:0046972;GO:0043995;GO:0043996;GO:0042802;GO:0003713;GO:0001205;GO:0007049;GO:0071407;GO:0043984;GO:0043981;GO:0043982;GO:0000122;GO:0010628;GO:0050821;GO:0043254;GO:0006355;GO:0019046;GO:0005515;GO:0005515;GO:0005515
Mle_007115	GO:0003964
Mle_007116	GO:0006355;GO:0006351
Mle_007117	GO:0005737;GO:0043231;GO:0016363;GO:0005634;GO:0003690;GO:0046872;GO:0003723;GO:0006974;GO:0006310;GO:0006281;GO:0006260;GO:0006397;GO:0051536;GO:0016226;GO:0005737
Mle_007118	GO:0016021;GO:0005886;GO:0016500;GO:0004930;GO:0007186;GO:0016021;GO:0005515
Mle_007120	GO:0000287;GO:0004749;GO:0009165;GO:0009116;GO:0000287;GO:0004749;GO:0009165
Mle_007122	GO:0005743;GO:0005763;GO:0044822;GO:0003735;GO:0032543;GO:0070125;GO:0070124;GO:0005743
Mle_007123	GO:0005623;GO:0016021;GO:0005385;GO:0006882;GO:0071577;GO:0046873;GO:0030001;GO:0055085;GO:0016020
Mle_007127	GO:0005814;GO:0005737;GO:0016020;GO:0005743;GO:0005634;GO:0016874;GO:0032183;GO:0031625;GO:0004842;GO:0008270;GO:0006974;GO:0006281;GO:0016567;GO:0042787;GO:0007283;GO:0008270;GO:0004842;GO:0004842;GO:0046872;GO:0016567
Mle_007128	GO:0003677;GO:0008233
Mle_007130	GO:0005829;GO:0005634;GO:0042393;GO:0042054;GO:0070612;GO:0070611;GO:0044020;GO:0008469;GO:0035242;GO:0035241;GO:0008757;GO:0006281;GO:0034970;GO:0045892;GO:0019919;GO:0006355;GO:0006351
Mle_007131	GO:0030424;GO:0030054;GO:0030425;GO:0032839;GO:0016021;GO:0043204;GO:0045211;GO:0043195;GO:0005234;GO:0008066;GO:0004970;GO:0051967;GO:0042391;GO:0007268;GO:0004970;GO:0016020;GO:0004970;GO:0005234;GO:0016020
Mle_007135	GO:0016021;GO:0022891
Mle_007141	GO:0016021;GO:0005743;GO:0016021
Mle_007145	GO:0022625;GO:0003723;GO:0003735;GO:0051298;GO:0000470;GO:0000022;GO:0007052;GO:0006412
Mle_007147	NA;GO:0005515;GO:0005515;GO:0005515
Mle_007149	GO:0016021;GO:0046872
Mle_007151	GO:0008234;GO:0008234;GO:0006508;GO:0004197;GO:0006508
Mle_007156	GO:0005737;GO:0005856;GO:0070062;GO:0030027;GO:0030496;GO:0005634;GO:0005886;GO:0036312;GO:0004725;GO:0035335;GO:0006470;GO:0014066
Mle_007157	GO:0003824
Mle_007170	GO:0016021;GO:0006865;GO:0006814;GO:0003333
Mle_007171	GO:0070062;GO:0005515
Mle_007174	GO:0005615;GO:0005794;GO:0016021;GO:0030141;GO:0042277;GO:0004252;GO:0009952;GO:0003279;GO:0060976;GO:0042089;GO:0007368;GO:0007566;GO:0048566;GO:0048706;GO:0001822;GO:0035108;GO:0043043;GO:0016486;GO:0016485;GO:0002001;GO:0030323;GO:0006465;GO:0019058;GO:0004930;GO:0007186
Mle_007177	GO:0005789;GO:0000139;GO:0005887;GO:0016020;GO:0008521;GO:0015295;GO:0030509;GO:0060395;GO:0055085;GO:0006810;GO:0008521;GO:0016021
Mle_007179	NA
Mle_007181	GO:0005923;GO:0005737;GO:0030425;GO:0016021;GO:0043025;GO:0005886;GO:0043235;GO:0001525;GO:0021510
Mle_007185	GO:0005776;GO:0000421;GO:0031410;GO:0005856;GO:0048471;GO:1901098;GO:0098792;GO:0005198;GO:0005882
Mle_007188	GO:0005506;GO:0016216;GO:0031418;GO:0017000;GO:0016491;GO:0055114
Mle_007190	GO:0005905;GO:0016021;GO:0006897;GO:0004930;GO:0007186;GO:0016021;GO:0005515
Mle_007191	GO:0000139;GO:0016021;GO:0004559;GO:0030246;GO:0016799;GO:0015923;GO:0004572;GO:0008270;GO:0006013;GO:0006491;GO:0006517;GO:0004559;GO:0005975;GO:0015923;GO:0006013;GO:0004553;GO:0008270
Mle_007194	GO:0005783;GO:0005789;GO:0016021;GO:0016021
Mle_007196	GO:0015969;GO:0005515;GO:0005515
Mle_007203	GO:0030137;GO:0030663;GO:0005783;GO:0005789;GO:0005793;GO:0033116;GO:0005794;GO:0032580;GO:0016021;GO:0007030;GO:0034260;GO:0072661;GO:0016192;GO:0006810;GO:0016021
Mle_007207	GO:1990716;GO:0005737;GO:0005874;GO:0015630;GO:0005634;GO:0097228;GO:0007288;GO:0030317;GO:0021591;GO:0005515;GO:0006886;GO:0016192;GO:0030117;GO:0005515;GO:0043248
Mle_007208	GO:0005634;GO:0043565;GO:0003700;GO:0007049;GO:0045892;GO:0006351;GO:0003700;GO:0043565;GO:0006355
Mle_007209	GO:0005887;GO:0007166;GO:0016021
Mle_007210	GO:0005885;GO:0042995;GO:0005829;GO:0070062;GO:0019899;GO:0005200;GO:0030041;GO:0045010;GO:0034314;GO:0048013;GO:0038096;GO:0030041;GO:0034314;GO:0005885;GO:0015629
Mle_007211	GO:0005786;GO:0008312;GO:0006614;GO:0008312;GO:0006614;GO:0048500
Mle_007218	GO:0005634;GO:0048471;GO:0005515;GO:0005515
Mle_007220	GO:0005829;GO:0005759;GO:0005739;GO:0005634;GO:0005524;GO:0004138;GO:0019206;GO:0046070;GO:0008617;GO:0010977;GO:0006468;GO:0046122;GO:0043101
