Gene	sp_id	sp_evalue	sp_desc	go_all	Pfam
Mle_004152	P69478	4e-09	Carbohydrate sulfotransferase 11	GO:0000139;GO:0016021;GO:0047756;GO:0001537;GO:0050659;GO:0016051;GO:0002063;GO:0030206;GO:0048589;GO:0042733;GO:0048703;GO:0043066;GO:0030512;GO:0033037;GO:0036342;GO:0009791;GO:0042127;GO:0007585;GO:0008146;GO:0016021	PF03567;PF03567
Mle_004157	Q9I927	3e-05	Fucolectin-5	GO:0005615;GO:0005509;GO:0030246;GO:0042806;GO:0010185;GO:0001868;GO:0045088;GO:0030674;GO:0051015;GO:0005515;GO:0007165	PF06268;PF06268;PF13676;PF13676
Mle_004158	Q8N328	9e-88	PiggyBac transposable element-derived protein 3	NA	NA
Mle_004161	P10394	4e-20	Retrovirus-related Pol polyprotein from transposon 412	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074;GO:0015074	PF00665
Mle_004164	Q5R539	3e-64	Serrate RNA effector molecule homolog	GO:0005737;GO:0005654;GO:0003677;GO:0000166;GO:0008283;GO:0097150;GO:0031053;GO:0006355;GO:0006351	NA
Mle_004170	O92815	4e-10	Gag-Pol polyprotein	GO:0020002;GO:0016020;GO:0019013;GO:0004190;GO:0003677;GO:0003887;GO:0003723;GO:0003964;GO:0004523;GO:0039660;GO:0008270;GO:0015074;GO:0006310;GO:0015074;GO:0004576;GO:0006486;GO:0016020	PF00665;PF02516;PF02516;PF02516
Mle_004171	P07895	2e-96	Superoxide dismutase [Mn], mitochondrial	GO:0005737;GO:0005743;GO:0042645;GO:0005739;GO:0043209;GO:0003677;GO:0019899;GO:0042802;GO:0030145;GO:0019825;GO:0004784;GO:0001315;GO:0007568;GO:0071361;GO:0003032;GO:0048773;GO:0006749;GO:0007507;GO:0030097;GO:0050665;GO:0042743;GO:0008630;GO:0008631;GO:0055072;GO:0001889;GO:0007626;GO:0043066;GO:0045599;GO:0048147;GO:0048666;GO:0045429;GO:0009791;GO:0051260;GO:0050790;GO:0051881;GO:0006357;GO:0001836;GO:0019430;GO:0022904;GO:0014823;GO:0048678;GO:0046686;GO:0009409;GO:0042493;GO:0051602;GO:0010332;GO:0042542;GO:0055093;GO:0001666;GO:0035902;GO:0035900;GO:0033591;GO:0032496;GO:0071000;GO:0010042;GO:0031667;GO:0006979;GO:0009314;GO:0010269;GO:0034021;GO:0010043;GO:0042554;GO:0006801;GO:0003069;GO:0004784;GO:0046872;GO:0006801;GO:0055114;GO:0004784;GO:0046872;GO:0006801;GO:0055114	PF00081;PF00081;PF00081;PF00081;PF02777;PF02777;PF02777;PF02777
Mle_004172	Q6DH66	2e-21	Mitochondrial import receptor subunit TOM20 homolog B	GO:0031307;GO:0005742;GO:0030943;GO:0015450;GO:0070096;GO:0030150;GO:0016031;GO:0006605;GO:0006886;GO:0005742	PF02064;PF02064;PF02064
Mle_004175	B0XEA7	6e-36	Eukaryotic translation initiation factor 3 subunit K	GO:0016282;GO:0033290;GO:0005852;GO:0043022;GO:0003743;GO:0001731;GO:0006446	NA
Mle_004177	Q923G5	9e-17	Palmitoyltransferase ZDHHC7	GO:0005794;GO:0000139;GO:0016021;GO:0005730;GO:0005654;GO:0019706;GO:0008270;GO:0018230;GO:0018345;GO:0008270	PF01529
Mle_004179	Q95029	2e-107	Cathepsin L	GO:0005615;GO:0045169;GO:0005764;GO:0004197;GO:0008233;GO:0048102;GO:0007586;GO:0030163;GO:0006508;GO:0051603;GO:0035071;GO:0008234;GO:0006508;GO:0004197;GO:0006508	PF00112;PF00112;PF03051;PF03051
Mle_004180	O46043	2e-43	Poly(ADP-ribose) glycohydrolase	GO:0005654;GO:0005634;GO:0004649;GO:0030576;GO:0005975;GO:0006342;GO:0036099;GO:0051457;GO:0006909;GO:0035065;GO:0043484;GO:0009408;GO:0004649;GO:0005975	PF05028;PF05028
Mle_004181	Q9GZC8	2e-05	Systemic RNA interference defective protein 1	GO:0016021;GO:0005887;GO:0005886;GO:0003725;GO:0051033;GO:0005215;GO:0033227;GO:0016246;GO:0051033;GO:0033227;GO:0016021	PF13965;PF13965;PF13965
Mle_004184	A0JMP0	2e-124	Acid trehalase-like protein 1 [Danio rerio]	GO:0005618;GO:0016787;GO:0016798;GO:0005975;GO:0005515;GO:0003824;GO:0005975;GO:0005515	PF00023;PF03632;PF03632;PF13606
Mle_004187	Q3ZCU0	1e-05	Putative uncharacterized protein FLJ37770	NA	NA
Mle_004188	Q5FVB0	9e-33	Ataxin-10	GO:0048471	NA
Mle_004190	Q9QYI4	3e-47	DnaJ homolog subfamily B member 12	GO:0016021;GO:0016020;GO:0005515	PF13176
Mle_004194	Q80TV8	2e-70	CLIP-associating protein 1	GO:0045180;GO:0005938;GO:0031592;GO:0005813;GO:0000777;GO:0030981;GO:0005881;GO:0070062;GO:0005794;GO:0000776;GO:0005828;GO:0016020;GO:0005876;GO:0002162;GO:0043515;GO:0008017;GO:0051010;GO:0030953;GO:0051301;GO:0040001;GO:0051294;GO:0010458;GO:0007030;GO:0034453;GO:0001578;GO:0000226;GO:0007020;GO:0031023;GO:0007052;GO:0007026;GO:0031111;GO:0051497;GO:1903690;GO:1904261;GO:0010634;GO:0045921;GO:0090091;GO:0010717;GO:0051893;GO:0010470;GO:0070507;GO:0006903;GO:0005515	PF02985
Mle_004195	P0CH36	7e-83	NADP-dependent alcohol dehydrogenase C 1	GO:0008106;GO:0008270;GO:0055114;GO:0051287;GO:0055114;GO:0004616;GO:0055114;GO:0055114	PF00107;PF02826;PF02826;PF03446;PF03446;PF08240
Mle_004196	Q9NBX4	6e-25	Probable RNA-directed DNA polymerase from transposon X-element	GO:0003964;GO:0006313;GO:0016491;GO:0055114	PF03171;PF03171
Mle_004197	Q61982	3e-07	Neurogenic locus notch homolog protein 3	GO:0015629;GO:0005737;GO:0005887;GO:0005654;GO:0005634;GO:0005886;GO:0043235;GO:0005509;GO:0019899;GO:0004872;GO:0048844;GO:0030900;GO:0072104;GO:0045596;GO:0045665;GO:0000122;GO:0048663;GO:0007219;GO:0048661;GO:0045944;GO:0006351;GO:0005515	PF00008
Mle_004209	P51819	0	Heat shock protein 83 [Ipomoea nil]	GO:0005737;GO:0005524;GO:0006457;GO:0006950;GO:0005524;GO:0051082;GO:0006457;GO:0006950	PF00183;PF00183;PF00183;PF00183
Mle_004215	Q8AVN9	2e-04	Zinc finger protein 346	GO:0005737;GO:0005634;GO:0003725;GO:0008270;GO:0003677;GO:0005634	PF04988;PF04988
Mle_004218	Q8BHG3	5e-35	Cell cycle control protein 50B	GO:0016021;GO:0005886;GO:0006869;GO:0070863;GO:0016020	PF03381
Mle_004220	Q3UY23	1e-07	Ferredoxin-fold anticodon-binding domain-containing protein 1 homolog	GO:0005737;GO:0005524;GO:0000287;GO:0070042;GO:0000049;GO:0070475;GO:0008033	NA
Mle_004223	Q6P2A1	8e-04	Histone-lysine N-methyltransferase PRDM9	GO:0005694;GO:0005634;GO:0018024;GO:0046872;GO:0003676;GO:0051321;GO:0006355;GO:0006351;GO:0046872;GO:0046872	PF00096;PF13465
Mle_004230	Q80T14	1e-04	Extracellular matrix protein FRAS1	GO:0005604;GO:0016021;GO:0005886;GO:0061618;GO:0046872;GO:0007154;GO:0030326;GO:0003338;GO:0002009;GO:0060021;GO:0015031;GO:0043588;GO:0005515	PF00093
Mle_004234	Q9BX10	2e-136	GTP-binding protein 2	GO:0005622;GO:0043231;GO:0005525;GO:0003924;GO:0003746;GO:0006414;GO:0005525	PF03144
Mle_004236	Q5VZY2	7e-60	Phosphatidate phosphatase PPAPDC1A	GO:0005887;GO:0005886;GO:0008195;GO:0038096;GO:0046839;GO:0006644;GO:0007165	NA
Mle_004242	O75185	2e-32	Calcium-transporting ATPase type 2C member 2	GO:0000139;GO:0005887;GO:0005524;GO:0005388;GO:0015410;GO:0046872;GO:0006874;GO:0034220;GO:0016020;GO:0016021;GO:0016032;GO:0006810;GO:0016021;GO:0055085	PF00892;PF00892;PF03337;PF06027;PF06027;PF08449
Mle_004247	P0C6B8	1e-09	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	GO:0005737;GO:0005576;GO:0016020;GO:0005509;GO:0007155;GO:0004930;GO:0007186;GO:0016021;GO:0016020;GO:0004930;GO:0016020	PF00002;PF00002;PF00002;PF01825;PF02793;PF02793
Mle_004249	P0ABD0	3e-07	High-affinity choline transport protein	GO:0016021;GO:0005886;GO:0005215;GO:0019285;GO:0005215;GO:0006810;GO:0016020	PF02028;PF02028;PF02028
Mle_004250	Q8R3D1	2e-137	TBC1 domain family member 13	GO:0012505;GO:0005622;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0031338	NA
Mle_004256	Q7ZV80	2e-12	Survival of motor neuron-related-splicing factor 30	GO:0015030;GO:0005737;GO:0016607;GO:0005681;GO:0003723;GO:0006397;GO:0008380	NA
Mle_004257	P98160	5e-04	Basement membrane-specific heparan sulfate proteoglycan core protein	GO:0005604;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0005925;GO:0005796;GO:0043202;GO:0005886;GO:0005509;GO:0008022;GO:0001525;GO:0044267;GO:0022617;GO:0030198;GO:0006024;GO:0006027;GO:0030203;GO:0042157;GO:0001523;GO:0005515	PF13895
Mle_004259	Q6PCL0	3e-81	T-box transcription factor TBX2-B	GO:0005634;GO:0003677;GO:0003700;GO:0006351;GO:0003700;GO:0006355;GO:0005634	PF00907;PF00907;PF00907
Mle_004260	Q6VTH5	3e-75	Radial spoke head 1 homolog	GO:0005737;GO:0005856;GO:0031514;GO:0030154;GO:0051321;GO:0007275;GO:0007283	NA
Mle_004261	O93436	3e-59	Signal transducing adapter molecule 2	GO:0031901;GO:0006886;GO:0005515;GO:0006886;GO:0005515	PF00018;PF00790;PF14604
Mle_004268	P14248	2e-04	DNA-directed RNA polymerase II subunit RPB1	GO:0005665;GO:0003677;GO:0003899;GO:0046872;GO:0006366;GO:0003677;GO:0006366;GO:0005665	PF05001;PF05001;PF05001
Mle_004270	Q54SR8	4e-07	Sphingomyelinase phosphodiesterase C	GO:0005615;GO:0016798;GO:0046872;GO:0004767;GO:0046513;GO:0006685	NA
Mle_004271	O88796	4e-31	Ribonuclease P protein subunit p30	GO:0005655;GO:0044822;GO:0004526;GO:0003723;GO:0090502;GO:0008033;GO:0004540;GO:0008033	PF01876;PF01876
Mle_004274	A0JM08	2e-09	Centrosomal protein of 170 kDa protein B	GO:0005737;GO:0005874;GO:0005515	PF00498
Mle_004279	Q96LB3	1e-141	Intraflagellar transport protein 74 homolog	GO:0005813;GO:0097542;GO:0005929;GO:0016023;GO:0030992;GO:0031514;GO:0005634;GO:0072372;GO:0048487;GO:0003682;GO:0042384;GO:0007368;GO:0007507;GO:0035735;GO:0003334;GO:0050680;GO:0007219;GO:0033630;GO:0045944	NA
Mle_004282	Q8CFI7	0	DNA-directed RNA polymerase II subunit RPB2	GO:0000781;GO:0005665;GO:0016020;GO:0005654;GO:0005634;GO:0003682;GO:0003677;GO:0003899;GO:0046872;GO:0044822;GO:0032549;GO:0034587;GO:0006366;GO:0003677;GO:0003899;GO:0006351;GO:0003677;GO:0003899;GO:0006351;GO:0003677;GO:0003899;GO:0006351;GO:0003677;GO:0003899;GO:0006351;GO:0003677;GO:0003899;GO:0006351;GO:0003677;GO:0003899;GO:0006351;GO:0006351	PF00562;PF00562;PF00562;PF04560;PF04560;PF04560;PF04561;PF04561;PF04561;PF04563;PF04563;PF04563;PF04565;PF04565;PF04565;PF04566;PF04566;PF04566;PF04567
Mle_004284	Q2PZL6	2e-90	Protocadherin Fat 4	GO:0045177;GO:0070062;GO:0016021;GO:0005622;GO:0005886;GO:0005509;GO:0001658;GO:0021987;GO:0072137;GO:0048565;GO:0001736;GO:0008543;GO:0003007;GO:0007157;GO:0035329;GO:0007156;GO:0060122;GO:0001822;GO:0072006;GO:0022008;GO:0007219;GO:0043931;GO:0007009;GO:0072307;GO:0005509;GO:0007156;GO:0016020	PF00028;PF00028;PF00028
Mle_004287	O15992	2e-59	Arginine kinase	GO:0004054;GO:0005524;GO:0016301;GO:0016772;GO:0016301;GO:0016772	PF00217;PF00217;PF02807;PF02807
Mle_004288	A7S8T5	4e-116	Coiled-coil domain-containing protein 42 homolog	NA	NA
Mle_004289	P14735	2e-96	Insulin-degrading enzyme	GO:0009986;GO:0005737;GO:0005829;GO:0031597;GO:0005615;GO:0005739;GO:0005654;GO:0005634;GO:0005782;GO:0005777;GO:0005886;GO:0005524;GO:0016887;GO:0001540;GO:0031626;GO:0001948;GO:0043559;GO:0004222;GO:0042277;GO:0042803;GO:0005102;GO:0043130;GO:0001618;GO:0008270;GO:0050435;GO:0010815;GO:0008340;GO:0042447;GO:1901143;GO:1901142;GO:0008286;GO:0045861;GO:0032461;GO:0051291;GO:0051260;GO:0051289;GO:0016485;GO:0006508;GO:0051603;GO:0010992	NA
Mle_004293	P21328	3e-27	RNA-directed DNA polymerase from mobile element jockey	GO:0003964	NA
Mle_004294	Q9NRL2	5e-08	Bromodomain adjacent to zinc finger domain protein 1A	GO:0016590;GO:0008623;GO:0008270;GO:0006338;GO:0006261;GO:0006355;GO:0006351	NA
Mle_004297	B5DG51	2e-87	Mini-chromosome maintenance complex-binding protein	GO:0005634;GO:0003682;GO:0051301;GO:0006261;GO:0007067;GO:0007062	NA
Mle_004299	Q9H6F2	6e-17	Trimeric intracellular cation channel type A	GO:0070062;GO:0016021;GO:0031965;GO:0033017;GO:0005267;GO:0005261;GO:0015672;GO:0016020	PF05197;PF05197;PF05197
Mle_004302	Q96II8	3e-53	Leucine-rich repeat and calponin homology domain-containing protein 3	GO:0005737;GO:0005576;GO:0005515;GO:0008236;GO:0006508;GO:0005515;GO:0016787;GO:0016787;GO:0016787;GO:0005515;GO:0005515	PF00307;PF00326;PF00326;PF00560;PF01738;PF02129;PF02230;PF13516;PF13855
Mle_004310	Q6DIV4	4e-38	RNA-binding protein 38	GO:0005829;GO:0005634;GO:0000166;GO:0003723;GO:0030154;GO:0006397;GO:0007275;GO:0008380;GO:0003676	PF00076
Mle_004319	A4FUB8	5e-29	Transmembrane protein 115	GO:0032580;GO:0017119;GO:0016021;GO:0005634;GO:0042802;GO:0006486;GO:0006890;GO:0006890;GO:0016021	PF08551;PF08551
Mle_004324	P00491	7e-85	Purine nucleoside phosphorylase	GO:0005737;GO:0005856;GO:0005829;GO:0070062;GO:0005622;GO:0005634;GO:0008144;GO:0001882;GO:0042301;GO:0002060;GO:0004731;GO:0006955;GO:0006148;GO:0070970;GO:0034356;GO:0006738;GO:0006139;GO:0046638;GO:0042102;GO:0006195;GO:0043101;GO:0042493;GO:0034418;GO:0003824;GO:0009116	PF01048;PF01048
Mle_004325	Q80UM7	0	Mannosyl-oligosaccharide glucosidase	GO:0005789;GO:0070062;GO:0016021;GO:0016020;GO:0004573;GO:0009311;GO:0006487	NA
Mle_004329	P27694	2e-167	Replication protein A 70 kDa DNA-binding subunit	GO:0005662;GO:0000784;GO:0005654;GO:0005634;GO:0016605;GO:0003684;GO:0046872;GO:0003697;GO:0006284;GO:0042769;GO:0006310;GO:0006281;GO:0006260;GO:0006261;GO:0000724;GO:0070987;GO:0042276;GO:0000082;GO:0036297;GO:0006298;GO:0006289;GO:0006297;GO:0033683;GO:0006295;GO:0006296;GO:0006294;GO:0006293;GO:0016925;GO:1900034;GO:1901796;GO:0000723;GO:0000722;GO:0006283;GO:0019985;GO:0003676;GO:0003677;GO:0006260;GO:0005634	PF01336;PF04057;PF04057;PF04057
Mle_004330	P97679	0	DNA mismatch repair protein Mlh1	GO:0005712;GO:0032389;GO:0005634;GO:0000795;GO:0005524;GO:0016887;GO:0030983;GO:0003697;GO:0007049;GO:0071407;GO:0006298;GO:0042493;GO:0001666;GO:0009636;GO:0016446;GO:0007283;GO:0005524;GO:0030983;GO:0006298	PF01119;PF01119;PF01119
Mle_004332	P98157	5e-11	Low-density lipoprotein receptor-related protein 1	GO:0005905;GO:0016021;GO:0005509;GO:0006897;GO:0005515	PF00057
Mle_004333	O13370	3e-57	ATP-dependent RNA helicase ded1	GO:0036464;GO:0005829;GO:0005524;GO:0004004;GO:0003743;GO:0051301;GO:0007059;GO:0002183;GO:0031047;GO:0007067;GO:0010468;GO:0010501;GO:0003676;GO:0008270;GO:0003676;GO:0005524;GO:0003677;GO:0005524;GO:0016787	PF00098;PF00098;PF00270;PF00270;PF04851;PF04851;PF04851
Mle_004339	Q6DFF6	3e-103	Kelch-like protein 20 [Xenopus laevis]	GO:0031463;GO:0005737;GO:0005829;GO:0048471;GO:0016605;GO:0005802;GO:0019964;GO:0004842;GO:0006895;GO:0043066;GO:0043161;GO:1990390;GO:0015031;GO:0016567;GO:0005515;GO:0005515;GO:0005515	PF00651;PF01344;PF07646
Mle_004343	Q28205	0	Tubulin-specific chaperone D	GO:0005912;GO:0005923;GO:0005829;GO:0016328;GO:0005874;GO:0048487;GO:0005096;GO:0034333;GO:0070830;GO:0010812;GO:0031115;GO:0007023;GO:0006457;GO:0007021;GO:0005515	PF02985
Mle_004345	P08116	4e-05	Processed variable antigen	NA	NA
Mle_004351	Q8BFS9	4e-91	Asparagine synthetase domain-containing protein 1	GO:0005829;GO:0004066;GO:0042803;GO:0006529;GO:0006541;GO:0005515;GO:0004066;GO:0006529	PF00307;PF00733;PF00733
Mle_004352	Q00174	3e-04	Laminin subunit alpha	GO:0030424;GO:0005605;GO:0005604;GO:0030054;GO:0036062;GO:0008021;GO:0007411;GO:0048854;GO:0033627;GO:0007417;GO:0035001;GO:0048598;GO:0016321;GO:0007507;GO:0007476;GO:0002121;GO:0031987;GO:0035011;GO:0007498;GO:0045886;GO:0009887;GO:0007422;GO:0030155;GO:0030334;GO:0045995;GO:0010906;GO:0001964;GO:0034446;GO:0009888;GO:0007154;GO:0016020	PF01414;PF01414
Mle_004358	P97814	4e-50	Proline-serine-threonine phosphatase-interacting protein 1	GO:0005826;GO:0032154;GO:0030027;GO:0016020;GO:0048471;GO:0005886;GO:0001725;GO:0001931;GO:0003779;GO:0019903;GO:0007155;GO:0016477;GO:0006897;GO:0006954;GO:0045087;GO:0005515;GO:0005515	PF00018;PF14604
Mle_004364	Q9NBX4	8e-19	Probable RNA-directed DNA polymerase from transposon X-element	GO:0003964;GO:0006313	NA
Mle_004365	O14966	3e-36	Ras-related protein Rab-7L1	GO:0005737;GO:0005856;GO:0005829;GO:0070062;GO:0042470;GO:0048471;GO:0005886;GO:0005802;GO:0005773;GO:0019003;GO:0005525;GO:0003924;GO:0007030;GO:0006895;GO:0032438;GO:0010977;GO:0090316;GO:0072657;GO:0015031;GO:0035526;GO:0007264;GO:0005525;GO:0005525;GO:0007264;GO:0005525;GO:0005525;GO:0005525;GO:0007264	PF00025;PF00071;PF00071;PF01926;PF04670;PF08477;PF08477
Mle_004366	P0C0T0	5e-07	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	GO:0005576;GO:0005794;GO:0005765;GO:0005654;GO:0005886;GO:0004871;GO:0050699;GO:0007568;GO:0006915;GO:0071222;GO:0042347;GO:0043123;GO:0001817;GO:0006355;GO:0006351	NA
Mle_004375	P62308	2e-31	Small nuclear ribonucleoprotein G	GO:0071013;GO:0005829;GO:0034709;GO:0005654;GO:0043186;GO:0071011;GO:0030532;GO:0005732;GO:0034719;GO:0005681;GO:0097526;GO:0005685;GO:0005689;GO:0005686;GO:0071004;GO:0005687;GO:0005682;GO:0005683;GO:0044822;GO:0008334;GO:0000398;GO:0051170;GO:0008380;GO:0000245;GO:0000387;GO:0006369	NA
Mle_004376	Q95SX7	6e-24	Probable RNA-directed DNA polymerase from transposon BS	GO:0003964;GO:0006313	NA
Mle_004379	Q9Y6G9	7e-49	Cytoplasmic dynein 1 light intermediate chain 1	GO:0005813;GO:0000777;GO:0005737;GO:0005868;GO:0000776;GO:0016020;GO:0005874;GO:0005654;GO:0005886;GO:0000922;GO:0005524;GO:0045504;GO:0019003;GO:0003777;GO:0044822;GO:0051301;GO:0007018;GO:0007067;GO:0090267;GO:0006810;GO:0016032;GO:0003677;GO:0005524;GO:0006260;GO:0005525	PF00493;PF00493;PF00493;PF01926
Mle_004388	Q9NX78	3e-78	Transmembrane protein 260	GO:0016021	NA
Mle_004392	Q8BK48	4e-33	Pyrethroid hydrolase Ces2e	GO:0005783;GO:0005615;GO:0052689;GO:0102209;GO:0008236;GO:0006508;GO:0016787;GO:0008152	PF00326;PF00326;PF07859;PF07859
Mle_004395	Q9W0Y8	1e-170	Sodium channel protein 60E	GO:0005886;GO:0001518;GO:0022843;GO:0005248;GO:0086010;GO:0019228;GO:0042048;GO:0007608;GO:0030431;GO:0035725;GO:0006814;GO:0005216;GO:0006811;GO:0055085;GO:0016020	PF00520;PF00520;PF00520;PF00520
Mle_004396	O08651	1e-108	D-3-phosphoglycerate dehydrogenase	GO:0070062;GO:0043209;GO:0051287;GO:0004617;GO:0070314;GO:0009448;GO:0021782;GO:0006541;GO:0006544;GO:0006564;GO:0021915;GO:0031175;GO:0010468;GO:0009070;GO:0021510;GO:0019530;GO:0006566;GO:0016616;GO:0051287;GO:0008152;GO:0055114;GO:0051287;GO:0055114;GO:0004616;GO:0055114	PF00389;PF00389;PF00389;PF00389;PF02826;PF02826;PF03446;PF03446
Mle_004397	P23381	1e-168	Tryptophan--tRNA ligase, cytoplasmic	GO:0005737;GO:0005829;GO:0070062;GO:0005634;GO:0005524;GO:0004830;GO:0001525;GO:0008285;GO:0045765;GO:0006412;GO:0006418;GO:0006436;GO:0046872;GO:0000166;GO:0004812;GO:0005524;GO:0006418	PF00096;PF00579;PF00579;PF00579;PF00579
Mle_004401	Q9FHN8	5e-73	Kinesin-like calmodulin-binding protein	GO:0005871;GO:0043531;GO:0005524;GO:0016887;GO:0005509;GO:0005516;GO:0008017;GO:0003777;GO:0016491;GO:0007018;GO:0010091;GO:0003777;GO:0005524;GO:0008017;GO:0007018;GO:0015078;GO:0015991;GO:0033179;GO:0007049;GO:0006891;GO:0030173;GO:0048193;GO:0016020	PF00225;PF00225;PF00225;PF00225;PF01496;PF01496;PF01496;PF04977;PF08172;PF08172;PF09177;PF09177
Mle_004406	A1YB07	2e-05	Angiomotin-like 2a	GO:0005938;GO:0055037;GO:0001525;GO:0016477;GO:0060026;GO:0030866;GO:0035912;GO:0009880;GO:0001935;GO:0051649;GO:0046847;GO:0016055	NA
Mle_004415	Q96EW2	9e-53	HSPB1-associated protein 1	GO:0005737	NA
Mle_004420	P08548	3e-22	LINE-1 reverse transcriptase homolog	GO:0046872;GO:0003964	NA
Mle_004422	O94898	2e-04	Leucine-rich repeats and immunoglobulin-like domains protein 2	GO:0005737;GO:0016021;GO:0005886;GO:0060384;GO:0010640;GO:0007605	NA
Mle_004432	Q9NZT1	7e-18	Calmodulin-like protein 5	GO:0070062;GO:0005509;GO:0008544;GO:0007165;GO:0005509;GO:0005509;GO:0007165;GO:0005578;GO:0005515;GO:0005509;GO:0005509;GO:0005509;GO:0005509	PF00036;PF10591;PF10591;PF10591;PF12763;PF13202;PF13405;PF13499;PF13833
Mle_004435	Q8IYJ2	3e-08	Uncharacterized protein C10orf67	NA	NA
Mle_004436	P48059	3e-101	LIM and senescent cell antigen-like-containing domain protein 1	GO:0005911;GO:0005829;GO:0005925;GO:0048471;GO:0005886;GO:0019901;GO:0008270;GO:0007569;GO:0034329;GO:0071560;GO:0045184;GO:0045892;GO:0010811;GO:0051894;GO:0010628;GO:0043547;GO:1900026;GO:0008270	PF00412
Mle_004438	P57721	5e-37	Poly(rC)-binding protein 3	GO:0005829;GO:0070062;GO:0030529;GO:0005634;GO:0003677;GO:0044822;GO:0003723;GO:0016071;GO:0003723;GO:0003723;GO:0003723	PF00013;PF07650;PF13184
Mle_004440	Q8R5J9	2e-06	PRA1 family protein 3	GO:0005856;GO:0005783;GO:0005789;GO:0070062;GO:0016021;GO:0016020;GO:0005886;GO:0008631;GO:0015813;GO:0002037;GO:0010917;GO:0043065;GO:0043280;GO:0032874	NA
Mle_004442	Q962R9	7e-47	40S ribosomal protein S10 [Spodoptera frugiperda]	GO:0005840;GO:0008080;GO:0016747;GO:0008080;GO:0008080	PF00583;PF08445;PF13508;PF13673
Mle_004445	Q6Z955	3e-07	Cytokinin dehydrogenase 11	GO:0005615;GO:0019139;GO:0050660;GO:0016614;GO:0009690;GO:0016491;GO:0050660;GO:0055114;GO:0016491;GO:0050660;GO:0055114	PF01565;PF01565;PF01565;PF08031;PF08031;PF08031
Mle_004446	Q22910	1e-19	Homeobox protein ceh-31 [Caenorhabditis elegans]	GO:0005634;GO:0000977;GO:0001228;GO:0048513;GO:0007399;GO:0006357;GO:0009888;GO:0003677	PF00046
Mle_004449	P48760	5e-80	Folylpolyglutamate synthase, mitochondrial	GO:0005829;GO:0005743;GO:0005759;GO:0005739;GO:0005524;GO:0004326;GO:0007420;GO:0008283;GO:0006760;GO:0006536;GO:0001889;GO:0006730;GO:0031100;GO:0046901;GO:0008146;GO:0005524;GO:0016874;GO:0009058;GO:0005524;GO:0009058	PF00685;PF02875;PF02875;PF02875;PF08245;PF08245
Mle_004458	Q70J99	5e-14	Protein unc-13 homolog D	GO:0070382;GO:0005770;GO:0005764;GO:0016020;GO:0055037;GO:0033093;GO:0017137;GO:0051607;GO:0002467;GO:0002432;GO:0043320;GO:0006909;GO:0045921;GO:1903307;GO:1900026;GO:0043304;GO:0005515	PF00168
Mle_004462	Q5QJC3	3e-37	5' exonuclease Apollo	GO:0005813;GO:0000781;GO:0000784;GO:0035312;GO:0008409;GO:0003684;GO:0000075;GO:0006303;GO:0036297;GO:0031848;GO:0000723;GO:0031860;GO:0031627	NA
Mle_004466	Q9HB14	2e-26	Potassium channel subfamily K member 13	GO:0005887;GO:0005886;GO:0005267;GO:0022841;GO:0005244;GO:0071805;GO:0030322;GO:0005216;GO:0006811;GO:0055085;GO:0016020;GO:0046873;GO:0030001;GO:0055085;GO:0016020	PF00520;PF00520;PF00520;PF00520;PF02535;PF02535;PF02535;PF02535
Mle_004467	P51960	1e-05	Myb-related protein A	GO:0005654;GO:0000978;GO:0001077;GO:0034587;GO:0045944;GO:0006366	NA
Mle_004472	Q27874	7e-122	Integrin beta pat-3	GO:0009986;GO:0008305;GO:0031430;GO:0043005;GO:0043025;GO:0055120;GO:0007155;GO:0007229;GO:0055001;GO:1903356;GO:0040017;GO:1904901;GO:0060279;GO:0045987;GO:0032956	NA
Mle_004473	Q9BZ19	7e-20	Ankyrin repeat domain-containing protein 60	NA;GO:0005515;GO:0005515;GO:0005515;GO:0005515	PF00023;PF00240;PF13606;PF14560
Mle_004474	Q29092	3e-12	Endoplasmin	GO:0005788;GO:0042470;GO:0005524;GO:0030433;GO:0006457	NA
Mle_004475	Q9JJZ4	3e-77	Ubiquitin-conjugating enzyme E2 J1	GO:0005737;GO:0005789;GO:0016021;GO:0005524;GO:0061631;GO:0061630;GO:0031625;GO:0030433;GO:1904153;GO:0018279;GO:0042534;GO:0007286	NA
Mle_004477	P53041	0	Serine/threonine-protein phosphatase 5	GO:0005737;GO:0005829;GO:0043231;GO:0005654;GO:0005634;GO:0043204;GO:0005886;GO:0043234;GO:1990635;GO:0043531;GO:0005524;GO:0042802;GO:0008289;GO:0046872;GO:0004721;GO:0004722;GO:0003723;GO:0004871;GO:0071276;GO:0070301;GO:0006281;GO:0016576;GO:0000165;GO:0007067;GO:1901215;GO:0001933;GO:2000324;GO:0043123;GO:0006470;GO:0051291;GO:0010288;GO:0043278;GO:0006351;GO:0016787;GO:0005515;GO:0005515	PF00149;PF00515;PF13414
Mle_004479	Q9D7X8	1e-33	Gamma-glutamylcyclotransferase	GO:0005829;GO:0070062;GO:0003839;GO:0042803;GO:0006750;GO:0001836	NA
